HeroID,Class,Lane,Item1,Item2,Item3,Item4,Item5,Item6,TrueScore,NoisyScore,CombatPower
H001,Warrior,Mid,I065,I083,I023,I006,,,125.99,121.47,121.47
H001,Warrior,Mid,I091,I057,I068,I067,,,100.26,99.19,99.19
H001,Warrior,Mid,I021,I047,I048,I037,I050,I053,88.29,89.66,89.66
H001,Warrior,Mid,I087,I077,I007,I102,I081,,104.25,111.93,111.93
H001,Warrior,Mid,I043,I009,I013,I072,I087,I050,117.81,122.86,122.86
H001,Warrior,Mid,I033,I093,I085,I078,I020,,145.22,144.06,144.06
H001,Warrior,Mid,I011,I075,I085,I019,I045,,110.26,110.16,110.16
H001,Warrior,Mid,I084,I090,I085,I051,I017,,88.59,84.15,84.15
H001,Warrior,Mid,I091,I011,I040,I072,I049,I083,109.29,109.19,109.19
H001,Warrior,Mid,I105,I017,I086,I090,I107,,85.47,84.24,84.24
H001,Warrior,Mid,I088,I068,I012,I083,I086,I055,103.06,104.72,104.72
H001,Warrior,Mid,I047,I003,I040,I024,I028,I044,89.92,86.2,86.2
H001,Warrior,Mid,I025,I029,I018,I020,I010,,121.66,124.82,124.82
H001,Warrior,Mid,I109,I101,I013,I065,I099,,110.34,118.8,118.8
H001,Warrior,Mid,I107,I095,I068,I005,I085,I044,93.97,93.46,93.46
H001,Warrior,Mid,I017,I077,I049,I020,I021,I024,121.48,123.92,123.92
H001,Warrior,Mid,I099,I080,I104,I022,I093,I057,104.47,108.07,108.07
H001,Warrior,Mid,I053,I047,I087,I093,,,77.25,75.7,75.7
H001,Warrior,Mid,I057,I079,I037,I097,,,101.14,102.27,102.27
H001,Warrior,Mid,I101,I058,I030,I069,I031,I040,118.71,118.78,118.78
H001,Warrior,Mid,I107,I025,I048,I087,I074,,125.66,126.27,126.27
H001,Warrior,Mid,I060,I099,I037,I100,I049,,81.95,78.78,78.78
H001,Warrior,Mid,I068,I054,I021,I105,I026,I103,90.85,90.96,90.96
H001,Warrior,Mid,I018,I033,I007,I083,I062,I048,103.36,105.94,105.94
H001,Warrior,Mid,I014,I092,I109,I067,I016,I037,117.58,126.12,126.12
H001,Warrior,Mid,I098,I021,I035,I058,,,95.17,99.74,99.74
H001,Warrior,Mid,I019,I107,I056,I012,I029,I105,99.11,109.78,109.78
H001,Warrior,Mid,I045,I004,I054,I007,I051,,74.79,71.92,71.92
H001,Warrior,Mid,I048,I031,I050,I011,I029,I004,77.51,80.89,80.89
H001,Warrior,Mid,I013,I108,I092,I084,I043,,98.34,99.25,99.25
H001,Warrior,Mid,I018,I005,I037,I107,,,84.83,94.12,94.12
H001,Warrior,Mid,I090,I107,I018,I098,I091,,82.19,78.87,78.87
H001,Warrior,Mid,I058,I079,I001,I011,I003,,126.91,121.59,121.59
H001,Warrior,Mid,I028,I107,I020,I071,I094,,118.55,114.99,114.99
H001,Warrior,Mid,I068,I055,I015,I100,I037,I031,91.6,81.88,81.88
H001,Warrior,Mid,I016,I007,I031,I054,I082,,90.65,88.26,88.26
H001,Warrior,Mid,I059,I009,I015,I108,I064,I077,152.04,146.27,146.27
H001,Warrior,Mid,I003,I081,I066,I074,I031,I092,111.66,112.5,112.5
H001,Warrior,Mid,I038,I055,I001,I079,,,103.92,105.7,105.7
H001,Warrior,Mid,I031,I074,I054,I024,I086,,93.06,101.79,101.79
H001,Warrior,Mid,I011,I068,I047,I009,I070,I065,153.37,160.66,160.66
H001,Warrior,Mid,I071,I003,I050,I061,I006,I082,114.3,111.01,111.01
H001,Warrior,Mid,I048,I033,I096,I003,I046,,67.89,64.84,64.84
H001,Warrior,Mid,I045,I031,I094,I085,,,74.77,76.6,76.6
H001,Warrior,Mid,I014,I099,I075,I095,I097,I043,99.35,92.8,92.8
H001,Warrior,Mid,I006,I046,I070,I044,,,116.95,127.66,127.66
H001,Warrior,Mid,I023,I107,I100,I088,I060,I090,95.44,101.07,101.07
H001,Warrior,Mid,I081,I024,I104,I018,I009,,90.21,88.1,88.1
H001,Warrior,Mid,I100,I059,I005,I038,I026,I006,89.87,82.17,82.17
H001,Warrior,Mid,I006,I041,I040,I066,,,115.42,123.23,123.23
H001,Warrior,Mid,I105,I070,I061,I033,I005,,116.3,115.63,115.63
H001,Warrior,Mid,I025,I037,I046,I100,I007,I084,106.19,112.76,112.76
H001,Warrior,Mid,I035,I016,I103,I048,I056,,94.02,86.52,86.52
H001,Warrior,Mid,I096,I057,I050,I044,I024,,71.59,69.44,69.44
H001,Warrior,Mid,I089,I064,I048,I103,I067,,117.94,117.98,117.98
H001,Warrior,Mid,I103,I011,I094,I055,I056,,82.28,82.47,82.47
H001,Warrior,Mid,I106,I024,I070,I038,I042,I014,134.79,131.75,131.75
H001,Warrior,Mid,I042,I085,I038,I040,,,78.58,81.02,81.02
H001,Warrior,Mid,I078,I092,I055,I022,I089,,139.64,132.19,132.19
H001,Warrior,Mid,I045,I058,I006,I094,I046,,99.07,98.36,98.36
H001,Warrior,Mid,I056,I036,I082,I102,I008,I010,90.63,91.18,91.18
H001,Warrior,Mid,I082,I052,I047,I066,I103,I096,97.56,100.07,100.07
H001,Warrior,Mid,I021,I004,I019,I109,I078,I087,156.8,162.38,162.38
H001,Warrior,Mid,I005,I017,I009,I031,I100,,86.55,81.69,81.69
H001,Warrior,Mid,I047,I050,I073,I005,I078,I020,175.74,162.26,162.26
H001,Warrior,Mid,I058,I048,I057,I098,I010,I074,106.59,113.4,113.4
H001,Warrior,Mid,I068,I047,I051,I041,,,92.64,94.18,94.18
H001,Warrior,Mid,I036,I032,I015,I004,I095,I024,81.19,78.15,78.15
H001,Warrior,Mid,I067,I050,I072,I016,I034,,127.89,137.81,137.81
H001,Warrior,Mid,I091,I058,I028,I079,I037,,135.42,136.21,136.21
H001,Warrior,Mid,I063,I026,I016,I018,I010,I058,118.76,125.76,125.76
H001,Warrior,Mid,I092,I057,I012,I104,,,76.36,76.62,76.62
H001,Warrior,Mid,I109,I041,I086,I045,I091,I009,99.89,110.18,110.18
H001,Warrior,Mid,I070,I038,I039,I109,I021,I092,119.79,130.31,130.31
H001,Warrior,Mid,I090,I082,I023,I102,I047,I066,113.75,112.33,112.33
H001,Warrior,Mid,I016,I026,I102,I018,,,97.65,102.39,102.39
H001,Warrior,Mid,I102,I064,I004,I047,,,99.82,103.04,103.04
H001,Warrior,Mid,I074,I048,I060,I103,I071,I017,131.6,140.61,140.61
H001,Warrior,Mid,I012,I009,I040,I051,I092,I093,87.5,83.27,83.27
H001,Warrior,Mid,I068,I053,I099,I106,I074,,125.3,129.6,129.6
H001,Warrior,Mid,I017,I041,I083,I010,,,97.43,102.59,102.59
H001,Warrior,Mid,I060,I088,I067,I045,I017,,114.21,104.16,104.16
H001,Warrior,Mid,I082,I076,I024,I099,I017,I056,118.66,111.64,111.64
H001,Warrior,Mid,I008,I107,I016,I067,I020,I039,121.88,109.45,109.45
H001,Warrior,Mid,I021,I042,I091,I029,,,79.66,78.59,78.59
H001,Warrior,Mid,I067,I037,I109,I011,I033,,99.18,102.74,102.74
H001,Warrior,Mid,I082,I071,I036,I017,,,101.15,108.75,108.75
H001,Warrior,Mid,I039,I079,I069,I012,I065,I083,180.03,180.7,180.7
H001,Warrior,Mid,I076,I075,I020,I022,,,142.44,154.04,154.04
H001,Warrior,Mid,I080,I093,I078,I044,I108,I073,188.91,175.87,175.87
H001,Warrior,Mid,I106,I004,I011,I006,,,104.37,95.48,95.48
H001,Warrior,Mid,I099,I074,I034,I084,I027,I054,93.22,92.97,92.97
H001,Warrior,Mid,I082,I004,I064,I081,I070,I038,140.02,142.71,142.71
H001,Warrior,Mid,I039,I062,I032,I104,I088,I052,81.31,81.18,81.18
H001,Warrior,Mid,I059,I010,I089,I008,I021,,82.22,73.72,73.72
H001,Warrior,Mid,I054,I062,I060,I027,I044,,92.07,91.66,91.66
H001,Warrior,Mid,I019,I041,I092,I094,I045,I052,94.64,88.47,88.47
H001,Warrior,Mid,I098,I048,I066,I072,,,109.87,113.54,113.54
H001,Warrior,Mid,I041,I031,I060,I016,,,108.52,110.51,110.51
H001,Warrior,Mid,I058,I032,I019,I013,I007,,107.59,102.54,102.54
H001,Warrior,Mid,I050,I079,I054,I032,I021,,114.37,111.43,111.43
H001,Warrior,Mid,I074,I093,I041,I025,I098,,130.5,123.59,123.59
H001,Warrior,Mid,I064,I066,I060,I040,,,132.12,131.71,131.71
H001,Warrior,Mid,I003,I012,I051,I065,I059,,108.03,113.19,113.19
H001,Warrior,Mid,I028,I075,I046,I007,,,106.95,101.68,101.68
H001,Warrior,Mid,I037,I064,I077,I108,,,125.64,128.81,128.81
H001,Warrior,Mid,I087,I061,I037,I069,I002,I109,112.71,109.72,109.72
H001,Warrior,Mid,I056,I018,I034,I094,,,89.36,85.81,85.81
H001,Warrior,Mid,I098,I052,I047,I006,I007,,84.67,84.22,84.22
H001,Warrior,Mid,I072,I025,I047,I071,I037,I010,138.26,131.1,131.1
H001,Warrior,Mid,I065,I058,I098,I071,I036,,131.94,128.29,128.29
H001,Warrior,Mid,I088,I079,I016,I017,I013,I051,137.4,129.17,129.17
H001,Warrior,Mid,I102,I044,I072,I047,I097,,97.02,106.55,106.55
H001,Warrior,Mid,I026,I078,I066,I052,,,149.12,149.38,149.38
H001,Warrior,Mid,I006,I005,I018,I092,I043,I103,98.0,94.58,94.58
H001,Warrior,Mid,I067,I059,I020,I078,I066,,190.47,192.51,192.51
H001,Warrior,Mid,I042,I079,I041,I021,,,128.81,128.08,128.08
H001,Warrior,Mid,I079,I095,I108,I039,I076,,141.37,139.81,139.81
H001,Warrior,Mid,I065,I107,I066,I069,I063,,153.24,157.94,157.94
H001,Warrior,Mid,I073,I039,I061,I105,I003,I048,105.77,109.78,109.78
H001,Warrior,Mid,I087,I015,I054,I075,I040,,109.2,106.3,106.3
H001,Warrior,Mid,I089,I081,I004,I077,I061,I034,98.44,95.6,95.6
H001,Warrior,Mid,I101,I100,I075,I074,I030,I093,110.13,108.61,108.61
H001,Warrior,Mid,I075,I062,I022,I068,,,121.43,107.45,107.45
H001,Warrior,Mid,I093,I080,I100,I108,I049,I019,108.83,100.59,100.59
H001,Warrior,Mid,I032,I005,I074,I090,I015,I025,138.25,147.7,147.7
H001,Warrior,Mid,I057,I041,I054,I020,,,92.61,100.23,100.23
H001,Warrior,Mid,I089,I027,I053,I065,I100,,98.16,96.93,96.93
H001,Warrior,Mid,I061,I109,I095,I094,I008,I091,77.31,79.53,79.53
H001,Warrior,Mid,I067,I027,I072,I042,,,113.22,114.98,114.98
H001,Warrior,Mid,I062,I068,I049,I041,I023,I059,117.02,135.04,135.04
H001,Warrior,Mid,I044,I070,I046,I087,I099,I093,112.0,118.27,118.27
H001,Warrior,Mid,I083,I103,I089,I034,I079,I062,121.82,121.05,121.05
H001,Warrior,Mid,I032,I036,I072,I039,,,89.02,84.77,84.77
H001,Warrior,Mid,I039,I099,I037,I091,,,67.65,62.22,62.22
H001,Warrior,Mid,I089,I091,I063,I041,,,87.45,88.34,88.34
H001,Warrior,Mid,I045,I072,I102,I093,I036,,96.99,93.32,93.32
H001,Warrior,Mid,I016,I074,I087,I070,I049,,143.88,133.64,133.64
H001,Warrior,Mid,I105,I045,I099,I103,I019,,80.22,77.62,77.62
H001,Warrior,Mid,I006,I037,I092,I011,I045,,86.62,81.93,81.93
H001,Warrior,Mid,I084,I033,I096,I062,I028,,95.97,104.06,104.06
H001,Warrior,Mid,I106,I069,I035,I072,,,137.44,143.5,143.5
H001,Warrior,Mid,I035,I018,I014,I079,I095,I076,149.79,149.73,149.73
H001,Warrior,Mid,I032,I007,I086,I068,,,85.75,92.1,92.1
H001,Warrior,Mid,I082,I030,I007,I013,,,87.84,88.18,88.18
H001,Warrior,Mid,I043,I092,I061,I013,I088,,87.8,84.02,84.02
H001,Warrior,Mid,I001,I071,I021,I053,,,105.57,113.61,113.61
H001,Warrior,Mid,I061,I062,I084,I026,I097,I037,87.97,90.34,90.34
H001,Warrior,Mid,I037,I083,I008,I099,I012,,86.38,81.9,81.9
H001,Warrior,Mid,I074,I030,I069,I095,I093,I109,121.41,120.25,120.25
H001,Warrior,Mid,I023,I054,I108,I005,,,93.02,88.94,88.94
H001,Warrior,Mid,I101,I064,I024,I096,I038,,94.93,88.36,88.36
H001,Warrior,Mid,I002,I039,I073,I078,,,153.11,160.2,160.2
H001,Warrior,Mid,I043,I037,I059,I083,,,85.77,93.96,93.96
H001,Warrior,Mid,I068,I064,I018,I109,I065,I060,162.43,151.07,151.07
H001,Warrior,Mid,I025,I104,I015,I043,I021,,125.38,128.91,128.91
H001,Warrior,Mid,I059,I083,I033,I092,I024,I002,82.73,80.04,80.04
H001,Warrior,Mid,I044,I102,I038,I073,I087,I097,108.6,105.95,105.95
H001,Warrior,Mid,I023,I079,I082,I052,,,121.49,117.9,117.9
H001,Warrior,Mid,I066,I042,I012,I052,I086,,107.53,102.88,102.88
H001,Warrior,Mid,I024,I018,I062,I042,,,89.18,89.39,89.39
H001,Warrior,Mid,I001,I034,I050,I031,,,71.12,68.17,68.17
H001,Warrior,Mid,I097,I035,I043,I039,I075,,92.4,93.64,93.64
H001,Warrior,Mid,I074,I002,I034,I084,I047,I089,93.82,93.58,93.58
H001,Warrior,Mid,I008,I086,I016,I060,,,100.08,98.88,98.88
H001,Warrior,Mid,I021,I052,I088,I065,I091,,106.38,101.55,101.55
H001,Warrior,Mid,I089,I016,I082,I038,I048,,89.66,87.07,87.07
H001,Warrior,Mid,I029,I018,I062,I020,I059,I096,107.22,111.27,111.27
H001,Warrior,Mid,I048,I054,I090,I071,I061,I097,98.16,100.62,100.62
H001,Warrior,Mid,I103,I086,I106,I028,I098,I032,108.07,102.79,102.79
H001,Warrior,Mid,I097,I077,I101,I011,I068,I058,123.59,124.21,124.21
H001,Warrior,Mid,I091,I047,I010,I073,I015,I008,106.16,110.15,110.15
H001,Warrior,Mid,I065,I026,I074,I069,I020,I022,172.96,158.52,158.52
H001,Warrior,Mid,I067,I057,I015,I088,I027,,101.74,104.5,104.5
H001,Warrior,Mid,I075,I063,I012,I066,I058,I104,146.18,141.33,141.33
H001,Warrior,Mid,I059,I017,I066,I054,,,99.17,102.0,102.0
H001,Warrior,Mid,I073,I008,I072,I060,I087,,133.65,128.55,128.55
H001,Warrior,Mid,I093,I003,I051,I033,I105,,69.31,63.05,63.05
H001,Warrior,Mid,I096,I028,I075,I010,,,102.64,94.29,94.29
H001,Warrior,Mid,I055,I045,I090,I009,,,77.96,78.14,78.14
H001,Warrior,Mid,I008,I009,I061,I005,I037,I053,91.63,92.82,92.82
H001,Warrior,Mid,I099,I018,I083,I094,,,89.38,85.34,85.34
H001,Warrior,Mid,I054,I048,I049,I058,I011,I088,91.25,94.17,94.17
H001,Warrior,Mid,I070,I018,I084,I045,I016,I023,148.22,135.9,135.9
H001,Warrior,Mid,I051,I068,I017,I094,I029,I107,88.01,87.72,87.72
H001,Warrior,Mid,I097,I003,I039,I060,,,81.59,76.65,76.65
H001,Warrior,Mid,I093,I070,I055,I069,I049,I106,152.45,147.48,147.48
H001,Warrior,Mid,I032,I059,I045,I020,,,88.46,88.67,88.67
H001,Warrior,Mid,I025,I093,I098,I015,I005,,114.43,109.51,109.51
H001,Warrior,Mid,I054,I079,I099,I003,I031,I027,101.7,99.75,99.75
H001,Warrior,Mid,I013,I077,I005,I058,,,122.24,128.39,128.39
H001,Warrior,Mid,I087,I091,I007,I032,I095,I006,86.48,83.98,83.98
H001,Warrior,Mid,I057,I030,I070,I028,I097,,117.23,122.13,122.13
H001,Warrior,Mid,I018,I065,I038,I030,,,104.75,98.83,98.83
H001,Warrior,Mid,I074,I041,I077,I099,I087,I105,130.7,134.16,134.16
H001,Warrior,Mid,I031,I039,I019,I085,I067,,105.98,113.62,113.62
H001,Warrior,Mid,I053,I039,I036,I008,,,73.53,64.44,64.44
H001,Warrior,Mid,I076,I095,I023,I081,I087,I055,111.45,107.0,107.0
H001,Warrior,Mid,I064,I007,I045,I083,I086,I049,118.09,121.5,121.5
H001,Warrior,Mid,I041,I090,I054,I053,I020,I039,103.72,102.66,102.66
H001,Warrior,Mid,I024,I097,I069,I061,I031,,103.21,105.13,105.13
H001,Warrior,Mid,I039,I091,I019,I104,,,78.48,76.11,76.11
H001,Warrior,Mid,I008,I072,I053,I054,I068,,103.55,104.0,104.0
H001,Warrior,Mid,I050,I032,I033,I027,,,66.94,66.41,66.41
H001,Warrior,Mid,I083,I011,I058,I109,I048,,106.65,112.88,112.88
H001,Warrior,Mid,I069,I093,I107,I025,,,126.03,127.63,127.63
H001,Warrior,Mid,I035,I049,I087,I078,,,132.0,134.23,134.23
H001,Warrior,Mid,I006,I010,I025,I103,I098,I076,133.55,130.8,130.8
H001,Warrior,Mid,I086,I072,I028,I062,I027,I043,120.62,117.68,117.68
H001,Warrior,Mid,I002,I028,I025,I095,I016,,125.84,123.12,123.12
H001,Warrior,Mid,I097,I062,I032,I090,I078,I091,136.88,139.57,139.57
H001,Warrior,Mid,I051,I031,I071,I042,,,91.19,89.28,89.28
H001,Warrior,Mid,I049,I060,I069,I084,I046,,117.24,118.94,118.94
H001,Warrior,Mid,I034,I047,I066,I064,I060,,129.54,142.98,142.98
H001,Warrior,Mid,I103,I093,I061,I098,,,72.35,75.5,75.5
H001,Warrior,Mid,I027,I048,I041,I053,I006,,98.11,96.52,96.52
H001,Warrior,Mid,I029,I095,I019,I003,I034,I071,95.29,101.02,101.02
H001,Warrior,Mid,I075,I093,I054,I038,I020,I026,102.27,100.18,100.18
H001,Warrior,Mid,I030,I049,I073,I107,I032,,94.21,84.6,84.6
H001,Warrior,Mid,I071,I084,I088,I044,I033,,94.81,90.03,90.03
H001,Warrior,Mid,I093,I083,I095,I063,I059,,91.68,83.1,83.1
H001,Warrior,Mid,I094,I102,I046,I022,,,86.43,84.91,84.91
H001,Warrior,Mid,I093,I070,I063,I024,,,109.62,109.72,109.72
H001,Warrior,Mid,I083,I008,I068,I005,I108,I109,110.55,119.82,119.82
H001,Warrior,Mid,I105,I086,I007,I098,,,77.38,78.64,78.64
H001,Warrior,Mid,I053,I018,I108,I081,,,97.35,96.28,96.28
H001,Warrior,Mid,I009,I091,I020,I002,,,86.83,90.43,90.43
H001,Warrior,Mid,I065,I059,I048,I008,,,99.15,88.19,88.19
H001,Warrior,Mid,I082,I086,I079,I062,I085,I063,137.05,138.66,138.66
H001,Warrior,Mid,I001,I069,I071,I053,,,123.82,128.6,128.6
H001,Warrior,Mid,I003,I068,I093,I036,,,77.79,72.04,72.04
H001,Warrior,Mid,I037,I003,I065,I105,I090,I087,103.58,109.5,109.5
H001,Warrior,Mid,I104,I023,I014,I013,I068,,111.82,113.72,113.72
H001,Warrior,Mid,I031,I025,I080,I068,,,128.31,125.65,125.65
H001,Warrior,Mid,I105,I046,I035,I102,I051,,77.03,79.46,79.46
H001,Warrior,Mid,I048,I052,I059,I073,,,102.53,114.17,114.17
H001,Warrior,Mid,I090,I029,I039,I088,,,69.16,69.78,69.78
H001,Warrior,Mid,I084,I098,I005,I012,,,85.58,86.64,86.64
H001,Warrior,Mid,I049,I071,I061,I008,I082,,100.75,98.44,98.44
H001,Warrior,Mid,I090,I022,I011,I064,,,115.37,110.46,110.46
H001,Warrior,Mid,I083,I101,I043,I073,I013,,120.47,125.48,125.48
H001,Warrior,Mid,I006,I030,I028,I089,I073,I061,127.62,122.16,122.16
H001,Warrior,Mid,I006,I010,I088,I036,I070,,113.41,113.81,113.81
H001,Warrior,Mid,I085,I005,I023,I109,I041,I003,105.46,102.94,102.94
H001,Warrior,Mid,I076,I019,I097,I106,,,121.62,124.53,124.53
H001,Warrior,Mid,I106,I051,I010,I039,I021,I073,127.9,130.03,130.03
H001,Warrior,Mid,I073,I107,I109,I050,,,100.12,105.32,105.32
H001,Warrior,Mid,I070,I043,I050,I097,I095,I018,119.45,116.4,116.4
H001,Warrior,Mid,I093,I011,I065,I096,I045,I007,105.37,103.94,103.94
H001,Warrior,Mid,I056,I030,I108,I010,,,88.22,83.9,83.9
H001,Warrior,Mid,I078,I099,I079,I077,I051,,184.06,179.98,179.98
H001,Warrior,Mid,I004,I082,I035,I101,I058,,92.9,94.65,94.65
H001,Warrior,Mid,I030,I046,I071,I049,I056,,99.53,103.29,103.29
H001,Warrior,Mid,I088,I075,I085,I049,,,92.62,88.35,88.35
H001,Warrior,Mid,I099,I080,I038,I103,,,87.16,90.94,90.94
H001,Warrior,Mid,I092,I010,I011,I035,,,71.38,76.21,76.21
H001,Warrior,Mid,I049,I092,I101,I082,,,74.03,75.56,75.56
H001,Warrior,Mid,I095,I050,I041,I047,,,81.87,89.55,89.55
H001,Warrior,Mid,I012,I001,I040,I057,,,80.13,77.03,77.03
H001,Warrior,Mid,I098,I035,I014,I017,I012,,91.29,85.61,85.61
H001,Warrior,Mid,I056,I058,I072,I066,,,137.04,124.85,124.85
H001,Warrior,Mid,I014,I004,I012,I046,I071,,105.66,113.56,113.56
H001,Warrior,Mid,I077,I101,I042,I050,,,93.19,96.24,96.24
H001,Warrior,Mid,I038,I053,I050,I100,,,74.37,74.16,74.16
H001,Warrior,Mid,I093,I072,I032,I074,,,107.7,109.21,109.21
H001,Warrior,Mid,I022,I088,I049,I018,I035,I039,95.64,90.25,90.25
H001,Warrior,Mid,I064,I019,I009,I022,I056,,134.95,151.45,151.45
H001,Warrior,Mid,I054,I039,I062,I101,I010,,76.51,77.0,77.0
H001,Warrior,Mid,I033,I032,I093,I081,I064,,94.72,95.24,95.24
H001,Warrior,Mid,I079,I026,I059,I014,I018,I039,129.76,134.47,134.47
H001,Warrior,Mid,I051,I043,I108,I080,,,102.7,105.17,105.17
H001,Warrior,Mid,I103,I043,I057,I056,I105,,82.06,82.98,82.98
H001,Warrior,Mid,I077,I018,I039,I042,I078,I089,163.92,157.44,157.44
H001,Warrior,Mid,I062,I041,I023,I051,,,99.83,102.18,102.18
H001,Warrior,Mid,I038,I095,I089,I082,I063,,81.87,89.57,89.57
H001,Warrior,Mid,I101,I032,I042,I049,I036,I105,74.45,79.46,79.46
H001,Warrior,Mid,I047,I015,I073,I026,I076,,132.83,143.41,143.41
H001,Warrior,Mid,I024,I088,I099,I071,I004,I094,87.76,85.51,85.51
H001,Warrior,Mid,I091,I027,I057,I103,I038,,65.67,62.42,62.42
H001,Warrior,Mid,I009,I105,I109,I102,I053,I087,96.9,96.29,96.29
H001,Warrior,Mid,I018,I082,I039,I031,I033,,86.43,86.67,86.67
H001,Warrior,Mid,I020,I092,I055,I102,I049,I010,86.53,91.26,91.26
H001,Warrior,Mid,I077,I062,I075,I052,I069,,149.46,136.81,136.81
H001,Warrior,Mid,I089,I054,I070,I005,I102,I047,113.23,121.89,121.89
H001,Warrior,Mid,I104,I069,I077,I082,I011,I014,140.59,139.47,139.47
H001,Warrior,Mid,I085,I086,I046,I022,,,92.13,90.16,90.16
H001,Warrior,Mid,I079,I006,I073,I083,I087,I052,160.31,152.19,152.19
H001,Warrior,Mid,I102,I056,I014,I002,I013,,103.73,95.15,95.15
H001,Warrior,Mid,I029,I066,I096,I067,I072,,131.93,137.36,137.36
H001,Warrior,Mid,I089,I074,I029,I058,I048,I051,108.53,108.92,108.92
H001,Warrior,Mid,I099,I087,I076,I089,I065,,124.87,116.81,116.81
H001,Warrior,Mid,I045,I004,I062,I014,,,86.96,81.33,81.33
H001,Warrior,Mid,I054,I011,I015,I107,I094,,85.66,84.22,84.22
H001,Warrior,Mid,I045,I040,I044,I059,,,81.61,88.42,88.42
H001,Warrior,Mid,I067,I062,I045,I061,,,107.98,106.58,106.58
H001,Warrior,Mid,I057,I093,I090,I058,,,85.25,78.84,78.84
H001,Warrior,Mid,I009,I039,I006,I104,I091,,88.83,87.73,87.73
H001,Warrior,Mid,I003,I109,I044,I083,,,84.41,83.26,83.26
H001,Warrior,Mid,I087,I103,I022,I095,,,85.23,73.73,73.73
H001,Warrior,Mid,I067,I023,I071,I021,,,131.8,131.44,131.44
H001,Warrior,Mid,I072,I055,I060,I030,I103,,100.72,99.56,99.56
H001,Warrior,Mid,I081,I024,I082,I085,I056,,92.28,95.49,95.49
H001,Warrior,Mid,I004,I095,I079,I026,I058,,120.02,131.12,131.12
H001,Warrior,Mid,I055,I050,I001,I091,I028,I027,86.86,91.75,91.75
H001,Warrior,Mid,I097,I091,I104,I102,I009,,81.35,80.26,80.26
H001,Warrior,Mid,I014,I103,I069,I024,I047,I042,107.67,101.71,101.71
H001,Warrior,Mid,I059,I015,I034,I086,,,90.12,101.72,101.72
H001,Warrior,Mid,I068,I082,I041,I077,I050,,121.14,121.5,121.5
H001,Warrior,Mid,I051,I076,I015,I045,I046,I109,115.87,115.95,115.95
H001,Warrior,Mid,I080,I023,I105,I087,I091,,106.03,105.9,105.9
H001,Warrior,Mid,I079,I076,I011,I087,I018,,151.41,152.9,152.9
H001,Warrior,Mid,I016,I031,I040,I015,I024,,97.88,97.18,97.18
H001,Warrior,Mid,I089,I019,I066,I050,I054,,97.81,95.0,95.0
H001,Warrior,Mid,I018,I074,I050,I055,I024,I063,110.4,107.38,107.38
H001,Warrior,Mid,I069,I089,I083,I023,I072,I022,154.03,153.78,153.78
H001,Warrior,Mid,I037,I018,I024,I041,I108,,103.23,100.43,100.43
H001,Warrior,Mid,I080,I007,I046,I002,I063,,99.55,96.0,96.0
H001,Warrior,Mid,I025,I105,I050,I072,,,121.24,121.89,121.89
H001,Warrior,Mid,I084,I064,I053,I088,I063,I054,112.34,110.91,110.91
H001,Warrior,Mid,I108,I057,I063,I022,I011,I073,133.0,143.0,143.0
H001,Warrior,Mid,I102,I098,I029,I038,,,71.78,62.27,62.27
H001,Warrior,Mid,I036,I029,I069,I037,,,96.24,101.49,101.49
H001,Warrior,Mid,I100,I059,I073,I096,,,98.18,104.29,104.29
H001,Warrior,Mid,I071,I066,I015,I074,I035,,142.88,128.06,128.06
H001,Warrior,Mid,I106,I047,I070,I097,I006,I098,135.09,132.78,132.78
H001,Warrior,Mid,I057,I070,I028,I055,I014,I095,125.75,123.41,123.41
H001,Warrior,Mid,I097,I032,I039,I005,I058,I034,91.12,84.71,84.71
H001,Warrior,Mid,I105,I012,I057,I016,I100,,91.58,88.02,88.02
H001,Warrior,Mid,I027,I104,I095,I076,,,94.56,89.31,89.31
H001,Warrior,Mid,I045,I091,I079,I081,I055,I022,121.87,132.54,132.54
H001,Warrior,Mid,I018,I101,I027,I105,I104,I008,84.28,88.22,88.22
H001,Warrior,Mid,I045,I069,I036,I077,I022,I042,139.02,147.86,147.86
H001,Warrior,Mid,I038,I074,I035,I066,I087,I105,118.4,122.67,122.67
H001,Warrior,Mid,I018,I097,I101,I053,,,84.45,79.69,79.69
H001,Warrior,Mid,I036,I084,I017,I090,,,82.08,79.92,79.92
H001,Warrior,Mid,I032,I019,I092,I042,,,76.83,78.71,78.71
H001,Warrior,Mid,I098,I108,I087,I051,,,84.47,79.3,79.3
H001,Warrior,Mid,I019,I074,I081,I035,I054,,98.81,102.33,102.33
H001,Warrior,Mid,I058,I010,I082,I102,I099,,95.62,94.48,94.48
H001,Warrior,Mid,I052,I066,I096,I036,,,90.94,89.24,89.24
H001,Warrior,Mid,I048,I059,I063,I042,I075,I001,109.1,112.98,112.98
H001,Warrior,Mid,I012,I094,I059,I082,I086,I090,95.61,97.73,97.73
H001,Warrior,Mid,I109,I009,I102,I069,I051,,113.92,111.87,111.87
H001,Warrior,Mid,I055,I106,I028,I064,,,128.82,136.29,136.29
H001,Warrior,Mid,I042,I107,I037,I044,I071,,94.72,89.6,89.6
H001,Warrior,Mid,I017,I073,I063,I101,I044,I088,113.1,116.58,116.58
H001,Warrior,Mid,I006,I013,I081,I101,,,93.12,95.88,95.88
