"HeroID","Level","Phys_ATK","HP","Phys_Defense","Attack_Speed","Critical_Rate","HP_5_sec","Armor_Pierce","Life_Steal","Magic_Power","Max_Mana","Magic_Defense","Cooldown_Reduction","Movement_Speed","Mana_5_sec","Magic_Pierce","Magic_Life_Steal","Resistance"
H016,2,171.0,4007,163.0,0.01,0.0,60,0.0,0.0,0.0,547,93.0,0.0,360.0,17,0.0,0.0,0.0
H016,3,181.0,4342,188.0,0.02,0.0,63,0.0,0.0,0.0,644,107.0,0.0,360.0,19,0.0,0.0,0.0
H016,4,191.0,4678,213.0,0.03,0.0,66,0.0,0.0,0.0,741,120.0,0.0,360.0,20,0.0,0.0,0.0
H016,5,200.0,5013,238.0,0.04,0.0,69,0.0,0.0,0.0,838,134.0,0.0,360.0,22,0.0,0.0,0.0
H016,6,210.0,5349,263.0,0.05,0.0,72,0.0,0.0,0.0,935,147.0,0.0,360.0,24,0.0,0.0,0.0
H016,7,220.0,5684,288.0,0.06,0.0,75,0.0,0.0,0.0,1032,160.0,0.0,360.0,25,0.0,0.0,0.0
H016,8,229.0,6019,313.0,0.07,0.0,78,0.0,0.0,0.0,1129,174.0,0.0,360.0,27,0.0,0.0,0.0
H016,9,239.0,6355,338.0,0.08,0.0,81,0.0,0.0,0.0,1226,187.0,0.0,360.0,28,0.0,0.0,0.0
H016,10,249.0,6690,363.0,0.09,0.0,84,0.0,0.0,0.0,1323,201.0,0.0,360.0,30,0.0,0.0,0.0
H016,11,258.0,7025,388.0,0.1,0.0,87,0.0,0.0,0.0,1420,214.0,0.0,360.0,31,0.0,0.0,0.0
H016,12,268.0,7361,413.0,0.11,0.0,90,0.0,0.0,0.0,1517,228.0,0.0,360.0,33,0.0,0.0,0.0
H016,13,277.0,7696,438.0,0.12,0.0,93,0.0,0.0,0.0,1614,241.0,0.0,360.0,34,0.0,0.0,0.0
H016,14,287.0,8031,463.0,0.13,0.0,96,0.0,0.0,0.0,1711,255.0,0.0,360.0,36,0.0,0.0,0.0
H016,15,297.0,8366,488.0,0.14,0.0,99,0.0,0.0,0.0,1808,268.0,0.0,360.0,37,0.0,0.0,0.0
H017,1,159.0,3657,147.0,0.0,0.0,61,0.0,0.0,0.0,430,82.0,0.0,380.0,15,0.0,0.0,0.0
H017,2,170.0,4010,171.0,0.03,0.0,64,0.0,0.0,0.0,524,93.0,0.0,380.0,16,0.0,0.0,0.0
H017,3,182.0,4364,196.0,0.06,0.0,67,0.0,0.0,0.0,618,107.0,0.0,380.0,17,0.0,0.0,0.0
H017,4,193.0,4718,221.0,0.09,0.0,71,0.0,0.0,0.0,712,120.0,0.0,380.0,19,0.0,0.0,0.0
H017,5,205.0,5072,245.0,0.12,0.0,74,0.0,0.0,0.0,806,134.0,0.0,380.0,21,0.0,0.0,0.0
H017,6,217.0,5426,270.0,0.15,0.0,77,0.0,0.0,0.0,900,147.0,0.0,380.0,23,0.0,0.0,0.0
H017,7,228.0,5779,295.0,0.18,0.0,81,0.0,0.0,0.0,994,161.0,0.0,380.0,24,0.0,0.0,0.0
H017,8,240.0,6133,319.0,0.21,0.0,84,0.0,0.0,0.0,1088,174.0,0.0,380.0,26,0.0,0.0,0.0
H017,9,251.0,6487,344.0,0.24,0.0,88,0.0,0.0,0.0,1182,188.0,0.0,380.0,27,0.0,0.0,0.0
H017,10,263.0,6481,369.0,0.27,0.0,91,0.0,0.0,0.0,1276,201.0,0.0,380.0,29,0.0,0.0,0.0
H017,11,275.0,7165,394.0,0.3,0.0,94,0.0,0.0,0.0,1370,215.0,0.0,380.0,31,0.0,0.0,0.0
H017,12,286.0,7548,418.0,0.33,0.0,98,0.0,0.0,0.0,1464,228.0,0.0,380.0,32,0.0,0.0,0.0
H017,13,298.0,7902,443.0,0.36,0.0,101,0.0,0.0,0.0,1558,242.0,0.0,380.0,34,0.0,0.0,0.0
H017,14,309.0,8256,468.0,0.39,0.0,105,0.0,0.0,0.0,1652,255.0,0.0,380.0,36,0.0,0.0,0.0
H017,15,321.0,8610,492.0,0.42,0.0,108,0.0,0.0,0.0,1746,269.0,0.0,380.0,37,0.0,0.0,0.0
H018,1,191.0,3784,141.0,0.0,0.0,72,0.0,0.0,27.0,0,80.0,0.0,380.0,0,0.0,0.0,0.0
H018,2,205.0,4140,166.0,0.02,0.0,75,0.0,0.0,30.0,0,93.0,0.0,380.0,0,0.0,0.0,0.0
H018,3,220.0,4497,192.0,0.04,0.0,78,0.0,0.0,33.0,0,107.0,0.0,380.0,0,0.0,0.0,0.0
H018,4,235.0,4853,218.0,0.06,0.0,81,0.0,0.0,36.0,0,120.0,0.0,380.0,0,0.0,0.0,0.0
H018,5,249.0,5210,244.0,0.08,0.0,84,0.0,0.0,39.0,0,134.0,0.0,380.0,0,0.0,0.0,0.0
H018,6,264.0,5567,270.0,0.1,0.0,87,0.0,0.0,42.0,0,147.0,0.0,380.0,0,0.0,0.0,0.0
H018,7,279.0,5923,296.0,0.12,0.0,90,0.0,0.0,45.0,0,160.0,0.0,380.0,0,0.0,0.0,0.0
H018,8,293.0,6280,322.0,0.14,0.0,93,0.0,0.0,48.0,0,174.0,0.0,380.0,0,0.0,0.0,0.0
H018,9,308.0,6636,347.0,0.16,0.0,96,0.0,0.0,51.0,0,187.0,0.0,380.0,0,0.0,0.0,0.0
H018,10,323.0,6993,373.0,0.18,0.0,99,0.0,0.0,54.0,0,201.0,0.0,380.0,0,0.0,0.0,0.0
H018,11,337.0,7349,399.0,0.2,0.0,102,0.0,0.0,57.0,0,214.0,0.0,380.0,0,0.0,0.0,0.0
H018,12,352.0,7706,425.0,0.22,0.0,105,0.0,0.0,60.0,0,228.0,0.0,380.0,0,0.0,0.0,0.0
H018,13,366.0,8062,451.0,0.24,0.0,108,0.0,0.0,63.0,0,241.0,0.0,380.0,0,0.0,0.0,0.0
H018,14,381.0,8419,476.0,0.26,0.0,111,0.0,0.0,66.0,0,255.0,0.0,380.0,0,0.0,0.0,0.0
H018,15,396.0,8775,502.0,0.28,0.0,114,0.0,0.0,69.0,0,268.0,0.0,380.0,0,0.0,0.0,0.0
H019,1,183.0,3377,130.0,0.0,0.0,46,0.0,0.0,27.0,0,80.0,0.0,350.0,0,0.0,0.0,0.0
H019,2,202.0,3634,151.0,0.02,0.0,47,0.0,0.0,30.0,0,93.0,0.0,350.0,0,0.0,0.0,0.0
H019,3,221.0,3891,172.0,0.04,0.0,49,0.0,0.0,33.0,0,107.0,0.0,350.0,0,0.0,0.0,0.0
H019,4,240.0,4148,193.0,0.06,0.0,51,0.0,0.0,36.0,0,120.0,0.0,350.0,0,0.0,0.0,0.0
H019,5,260.0,4406,214.0,0.08,0.0,53,0.0,0.0,39.0,0,134.0,0.0,350.0,0,0.0,0.0,0.0
H019,6,279.0,4663,235.0,0.1,0.0,55,0.0,0.0,42.0,0,148.0,0.0,350.0,0,0.0,0.0,0.0
H019,7,298.0,4920,256.0,0.12,0.0,57,0.0,0.0,45.0,0,161.0,0.0,350.0,0,0.0,0.0,0.0
H019,8,318.0,5178,277.0,0.14,0.0,59,0.0,0.0,48.0,0,175.0,0.0,350.0,0,0.0,0.0,0.0
H019,9,337.0,5435,298.0,0.16,0.0,60,0.0,0.0,51.0,0,188.0,0.0,350.0,0,0.0,0.0,0.0
H019,10,356.0,5692,319.0,0.18,0.0,62,0.0,0.0,54.0,0,202.0,0.0,350.0,0,0.0,0.0,0.0
H019,11,375.0,5949,340.0,0.2,0.0,64,0.0,0.0,57.0,0,215.0,0.0,350.0,0,0.0,0.0,0.0
H019,12,394.0,6206,361.0,0.22,0.0,66,0.0,0.0,60.0,0,229.0,0.0,350.0,0,0.0,0.0,0.0
H019,13,414.0,6464,382.0,0.24,0.0,68,0.0,0.0,63.0,0,242.0,0.0,350.0,0,0.0,0.0,0.0
H019,14,433.0,6721,403.0,0.26,0.0,69,0.0,0.0,66.0,0,256.0,0.0,350.0,0,0.0,0.0,0.0
H019,15,452.0,6978,424.0,0.28,0.0,71,0.0,0.0,69.0,0,269.0,0.0,350.0,0,0.0,0.0,0.0
H020,1,166.0,3719,159.0,0.0,0.0,68,0.0,0.0,12.0,470,80.0,0.0,380.0,17,0.0,0.0,0.0
H020,2,176.0,4120,189.0,0.03,0.0,72,0.0,0.0,12.0,575,93.0,0.0,380.0,18,0.0,0.0,0.0
H020,3,186.0,4521,220.0,0.06,0.0,76,0.0,0.0,12.0,680,107.0,0.0,380.0,20,0.0,0.0,0.0
H020,4,196.0,4922,250.0,0.09,0.0,80,0.0,0.0,12.0,785,120.0,0.0,380.0,22,0.0,0.0,0.0
H020,5,207.0,5323,281.0,0.12,0.0,84,0.0,0.0,12.0,890,134.0,0.0,380.0,24,0.0,0.0,0.0
H020,6,217.0,5724,312.0,0.15,0.0,89,0.0,0.0,12.0,995,147.0,0.0,380.0,26,0.0,0.0,0.0
H020,7,227.0,6125,342.0,0.18,0.0,93,0.0,0.0,12.0,1100,161.0,0.0,380.0,27,0.0,0.0,0.0
H020,8,238.0,6526,373.0,0.21,0.0,97,0.0,0.0,12.0,1205,174.0,0.0,380.0,29,0.0,0.0,0.0
H020,9,248.0,6927,403.0,0.24,0.0,101,0.0,0.0,12.0,1310,188.0,0.0,380.0,31,0.0,0.0,0.0
H020,10,258.0,7328,434.0,0.27,0.0,106,0.0,0.0,12.0,1415,201.0,0.0,380.0,33,0.0,0.0,0.0
H020,11,269.0,7729,465.0,0.3,0.0,110,0.0,0.0,12.0,1520,215.0,0.0,380.0,35,0.0,0.0,0.0
H020,12,278.0,8130,495.0,0.33,0.0,114,0.0,0.0,12.0,1625,228.0,0.0,380.0,36,0.0,0.0,0.0
H020,13,289.0,8531,526.0,0.36,0.0,118,0.0,0.0,12.0,1730,242.0,0.0,380.0,38,0.0,0.0,0.0
H020,14,299.0,8932,556.0,0.39,0.0,123,0.0,0.0,12.0,1835,255.0,0.0,380.0,40,0.0,0.0,0.0
H020,15,310.0,9333,587.0,0.42,0.0,127,0.0,0.0,12.0,1940,269.0,0.0,380.0,42,0.0,0.0,0.0
H021,1,160.0,3555,139.0,0.0,0.0,54,18.0,0.0,0.0,490,80.0,0.0,360.0,17,18.0,0.0,0.0
H021,2,169.0,3828,163.0,0.01,0.0,55,21.0,0.0,0.0,596,93.0,0.0,360.0,18,21.0,0.0,0.0
H021,3,179.0,4082,157.0,0.02,0.0,57,24.0,0.0,0.0,702,107.0,0.0,360.0,20,24.0,0.0,0.0
H021,4,189.0,4345,211.0,0.03,0.0,59,27.0,0.0,0.0,808,120.0,0.0,360.0,22,27.0,0.0,0.0
H021,5,199.0,4609,235.0,0.04,0.0,61,30.0,0.0,0.0,914,134.0,0.0,360.0,24,30.0,0.0,0.0
H021,6,209.0,4872,253.0,0.05,0.0,63,33.0,0.0,0.0,1020,147.0,0.0,360.0,26,33.0,0.0,0.0
H021,7,219.0,5134,277.0,0.06,0.0,65,36.0,0.0,0.0,1126,160.0,0.0,360.0,28,36.0,0.0,0.0
H021,8,229.0,5397,301.0,0.07,0.0,67,39.0,0.0,0.0,1232,174.0,0.0,360.0,30,39.0,0.0,0.0
H021,9,238.0,5659,325.0,0.08,0.0,68,42.0,0.0,0.0,1338,187.0,0.0,360.0,31,42.0,0.0,0.0
H021,10,248.0,5922,349.0,0.09,0.0,70,45.0,0.0,0.0,1444,201.0,0.0,360.0,33,45.0,0.0,0.0
H021,11,258.0,6184,373.0,0.1,0.0,72,48.0,0.0,0.0,1550,214.0,0.0,360.0,35,48.0,0.0,0.0
H021,12,268.0,6447,397.0,0.11,0.0,74,51.0,0.0,0.0,1656,228.0,0.0,360.0,37,51.0,0.0,0.0
H021,13,278.0,6709,421.0,0.12,0.0,76,54.0,0.0,0.0,1762,241.0,0.0,360.0,39,54.0,0.0,0.0
H021,14,287.0,6972,445.0,0.13,0.0,77,57.0,0.0,0.0,1868,255.0,0.0,360.0,40,57.0,0.0,0.0
H021,15,297.0,7234,469.0,0.14,0.0,79,60.0,0.0,0.0,1974,268.0,0.0,360.0,42,60.0,0.0,0.0
H022,1,172.0,3475,137.0,0.0,0.0,54,18.0,0.0,15.0,490,80.0,0.0,350.0,17,18.0,0.0,0.0
H022,2,184.0,3707,155.0,0.01,0.0,55,21.0,0.0,18.0,594,93.0,0.0,350.0,18,21.0,0.0,0.0
H022,3,197.0,3940,173.0,0.02,0.0,57,24.0,0.0,21.0,698,107.0,0.0,350.0,20,24.0,0.0,0.0
H022,4,210.0,4172,191.0,0.03,0.0,59,27.0,0.0,24.0,802,120.0,0.0,350.0,22,27.0,0.0,0.0
H022,5,223.0,4405,209.0,0.04,0.0,61,30.0,0.0,27.0,906,134.0,0.0,350.0,23,30.0,0.0,0.0
H022,6,236.0,4638,227.0,0.05,0.0,62,33.0,0.0,30.0,1010,147.0,0.0,350.0,25,33.0,0.0,0.0
H022,7,249.0,4870,245.0,0.06,0.0,64,36.0,0.0,33.0,1114,160.0,0.0,350.0,27,36.0,0.0,0.0
H022,8,262.0,5103,263.0,0.07,0.0,66,39.0,0.0,36.0,1218,174.0,0.0,350.0,28,39.0,0.0,0.0
H022,9,274.0,5335,281.0,0.08,0.0,68,42.0,0.0,39.0,1322,187.0,0.0,350.0,30,42.0,0.0,0.0
H022,10,287.0,5568,299.0,0.09,0.0,69,45.0,0.0,42.0,1426,201.0,0.0,350.0,32,45.0,0.0,0.0
H022,11,300.0,5800,317.0,0.1,0.0,71,48.0,0.0,45.0,1530,214.0,0.0,350.0,33,48.0,0.0,0.0
H022,12,313.0,6033,335.0,0.11,0.0,73,51.0,0.0,48.0,1634,228.0,0.0,350.0,35,51.0,0.0,0.0
H022,13,326.0,6265,353.0,0.12,0.0,75,54.0,0.0,51.0,1738,241.0,0.0,350.0,36,54.0,0.0,0.0
H022,14,338.0,6498,371.0,0.13,0.0,77,57.0,0.0,54.0,1842,255.0,0.0,350.0,38,57.0,0.0,0.0
H022,15,351.0,6730,389.0,0.14,0.0,78,60.0,0.0,57.0,1946,268.0,0.0,350.0,40,60.0,0.0,0.0
H023,1,183.0,3620,146.0,0.0,0.0,67,0.0,0.0,15.0,0,80.0,0.0,380.0,0,0.0,0.0,0.0
H023,2,195.0,3973,171.0,0.02,0.0,71,0.0,0.0,18.0,0,93.0,0.0,380.0,0,0.0,0.0,0.0
H023,3,208.0,4326,197.0,0.04,0.0,75,0.0,0.0,21.0,0,107.0,0.0,380.0,0,0.0,0.0,0.0
H023,4,220.0,4679,222.0,0.06,0.0,80,0.0,0.0,24.0,0,120.0,0.0,380.0,0,0.0,0.0,0.0
H023,5,223.0,5033,248.0,0.08,0.0,84,0.0,0.0,27.0,0,134.0,0.0,380.0,0,0.0,0.0,0.0
H023,6,246.0,5386,274.0,0.1,0.0,89,0.0,0.0,30.0,0,147.0,0.0,380.0,0,0.0,0.0,0.0
H023,7,258.0,5739,299.0,0.12,0.0,93,0.0,0.0,33.0,0,161.0,0.0,380.0,0,0.0,0.0,0.0
H023,8,271.0,6093,325.0,0.14,0.0,98,0.0,0.0,36.0,0,174.0,0.0,380.0,0,0.0,0.0,0.0
H023,9,283.0,6446,350.0,0.16,0.0,102,0.0,0.0,39.0,0,188.0,0.0,380.0,0,0.0,0.0,0.0
H023,10,296.0,6799,376.0,0.18,0.0,106,0.0,0.0,42.0,0,201.0,0.0,380.0,0,0.0,0.0,0.0
H023,11,309.0,7153,402.0,0.2,0.0,111,0.0,0.0,45.0,0,215.0,0.0,380.0,0,0.0,0.0,0.0
H023,12,321.0,7506,427.0,0.22,0.0,115,0.0,0.0,48.0,0,228.0,0.0,380.0,0,0.0,0.0,0.0
H023,13,334.0,7859,453.0,0.24,0.0,120,0.0,0.0,51.0,0,242.0,0.0,380.0,0,0.0,0.0,0.0
H023,14,346.0,8212,478.0,0.26,0.0,120,0.0,0.0,54.0,0,255.0,0.0,380.0,0,0.0,0.0,0.0
H023,15,359.0,8566,504.0,0.28,0.0,129,0.0,0.0,57.0,0,269.0,0.0,380.0,0,0.0,0.0,0.0
H024,1,178.0,3555,133.0,0.0,0.0,55,0.0,0.0,15.0,490,80.0,0.0,360.0,18,0.0,0.0,0.0
H024,2,190.0,3869,157.0,0.02,0.0,57,0.0,0.0,18.0,599,93.0,0.0,360.0,19,0.0,0.0,0.0
H024,3,202.0,4184,181.0,0.04,0.0,60,0.0,0.0,21.0,708,107.0,0.0,360.0,21,0.0,0.0,0.0
H024,4,214.0,4499,205.0,0.06,0.0,63,0.0,0.0,24.0,817,120.0,0.0,360.0,23,0.0,0.0,0.0
H024,5,226.0,4814,229.0,0.08,0.0,66,0.0,0.0,27.0,926,134.0,0.0,360.0,25,0.0,0.0,0.0
H024,6,238.0,5128,253.0,0.1,0.0,68,0.0,0.0,30.0,1035,147.0,0.0,360.0,26,0.0,0.0,0.0
H024,7,250.0,5443,277.0,0.12,0.0,71,0.0,0.0,33.0,1144,160.0,0.0,360.0,28,0.0,0.0,0.0
H024,8,262.0,5758,301.0,0.14,0.0,74,0.0,0.0,36.0,1253,174.0,0.0,360.0,30,0.0,0.0,0.0
H024,9,274.0,6072,325.0,0.16,0.0,76,0.0,0.0,39.0,1362,187.0,0.0,360.0,31,0.0,0.0,0.0
H024,10,286.0,6387,349.0,0.18,0.0,79,0.0,0.0,42.0,1471,201.0,0.0,360.0,33,0.0,0.0,0.0
H024,11,298.0,6702,373.0,0.2,0.0,82,0.0,0.0,45.0,1580,214.0,0.0,360.0,35,0.0,0.0,0.0
H024,12,310.0,7016,397.0,0.22,0.0,84,0.0,0.0,48.0,1689,227.0,0.0,360.0,36,0.0,0.0,0.0
H024,13,322.0,7331,421.0,0.24,0.0,87,0.0,0.0,51.0,1798,241.0,0.0,360.0,38,0.0,0.0,0.0
H024,14,334.0,7646,445.0,0.26,0.0,90,0.0,0.0,54.0,1907,254.0,0.0,360.0,40,0.0,0.0,0.0
H024,15,346.0,7961,469.0,0.28,0.0,93,0.0,0.0,57.0,2016,268.0,0.0,360.0,42,0.0,0.0,0.0
H025,1,176.0,3558,144.0,0.0,0.0,55,0.0,0.0,0.0,470,80.0,0.0,350.0,17,0.0,0.0,0.0
H025,2,186.0,3833,165.0,0.01,0.0,57,0.0,0.0,0.0,574,93.0,0.0,350.0,18,0.0,0.0,0.0
H025,3,197.0,4108,186.0,0.02,0.0,60,0.0,0.0,0.0,678,107.0,0.0,350.0,20,0.0,0.0,0.0
H025,4,208.0,4383,207.0,0.03,0.0,63,0.0,0.0,0.0,782,120.0,0.0,350.0,22,0.0,0.0,0.0
H025,5,218.0,4658,228.0,0.04,0.0,65,0.0,0.0,0.0,886,134.0,0.0,350.0,24,0.0,0.0,0.0
H025,6,229.0,4933,249.0,0.05,0.0,68,0.0,0.0,0.0,990,147.0,0.0,350.0,25,0.0,0.0,0.0
H025,7,239.0,5208,270.0,0.06,0.0,70,0.0,0.0,0.0,1094,160.0,0.0,350.0,27,0.0,0.0,0.0
H025,8,250.0,5483,291.0,0.07,0.0,73,0.0,0.0,0.0,1198,174.0,0.0,350.0,29,0.0,0.0,0.0
H025,9,260.0,5758,312.0,0.08,0.0,76,0.0,0.0,0.0,1302,187.0,0.0,350.0,30,0.0,0.0,0.0
H025,10,271.0,6033,333.0,0.09,0.0,79,0.0,0.0,0.0,1406,201.0,0.0,350.0,32,0.0,0.0,0.0
H025,11,281.0,6308,354.0,0.1,0.0,81,0.0,0.0,0.0,1510,214.0,0.0,350.0,34,0.0,0.0,0.0
H025,12,292.0,6583,375.0,0.11,0.0,84,0.0,0.0,0.0,1614,227.0,0.0,350.0,35,0.0,0.0,0.0
H025,13,302.0,6858,396.0,0.12,0.0,87,0.0,0.0,0.0,1718,241.0,0.0,350.0,37,0.0,0.0,0.0
H025,14,313.0,7133,417.0,0.13,0.0,89,0.0,0.0,0.0,1822,254.0,0.0,350.0,39,0.0,0.0,0.0
H025,15,323.0,7408,438.0,0.14,0.0,92,0.0,0.0,0.0,1926,268.0,0.0,350.0,41,0.0,0.0,0.0
H026,1,171.0,3650,163.0,0.0,0.0,66,0.0,0.0,0.0,430,80.0,0.0,380.0,15,0.0,0.0,0.13
H026,2,182.0,4030,186.0,0.01,0.0,70,0.0,0.0,0.0,525,93.0,0.0,380.0,16,0.0,0.0,0.13
H026,3,194.0,4410,210.0,0.02,0.0,75,0.0,0.0,0.0,620,107.0,0.0,380.0,18,0.0,0.0,0.13
H026,4,205.0,4790,234.0,0.03,0.0,79,0.0,0.0,0.0,715,120.0,0.0,380.0,19,0.0,0.0,0.13
H026,5,217.0,5170,257.0,0.04,0.0,84,0.0,0.0,0.0,810,134.0,0.0,380.0,21,0.0,0.0,0.13
H026,6,228.0,5550,281.0,0.05,0.0,88,0.0,0.0,0.0,905,147.0,0.0,380.0,23,0.0,0.0,0.13
H026,7,240.0,5930,305.0,0.06,0.0,93,0.0,0.0,0.0,1000,161.0,0.0,380.0,24,0.0,0.0,0.13
H026,8,251.0,6310,328.0,0.07,0.0,97,0.0,0.0,0.0,1095,174.0,0.0,380.0,26,0.0,0.0,0.13
H026,9,263.0,6690,352.0,0.08,0.0,102,0.0,0.0,0.0,1190,188.0,0.0,380.0,28,0.0,0.0,0.13
H026,10,274.0,7070,376.0,0.09,0.0,106,0.0,0.0,0.0,1285,201.0,0.0,380.0,29,0.0,0.0,0.13
H026,11,286.0,7450,400.0,0.1,0.0,111,0.0,0.0,0.0,1380,215.0,0.0,380.0,31,0.0,0.0,0.13
H026,12,297.0,7830,423.0,0.11,0.0,116,0.0,0.0,0.0,1475,228.0,0.0,380.0,33,0.0,0.0,0.13
H026,13,309.0,8210,447.0,0.12,0.0,120,0.0,0.0,0.0,1570,242.0,0.0,380.0,34,0.0,0.0,0.13
H026,14,320.0,8590,471.0,0.13,0.0,125,0.0,0.0,0.0,1665,255.0,0.0,380.0,36,0.0,0.0,0.13
H026,15,332.0,8970,494.0,0.14,0.0,129,0.0,0.0,0.0,1760,269.0,0.0,380.0,37,0.0,0.0,0.13
H027,1,170.0,3661,171.0,0.0,0.0,65,0.0,0.0,0.0,420,80.0,0.0,413.0,15,0.0,0.0,0.0
H027,2,179.0,4041,200.0,0.01,0.0,69,0.0,0.0,0.0,511,93.0,0.0,413.0,16,0.0,0.0,0.0
H027,3,188.0,4421,229.0,0.02,0.0,73,0.0,0.0,0.0,602,107.0,0.0,413.0,18,0.0,0.0,0.0
H027,4,197.0,4801,258.0,0.03,0.0,77,0.0,0.0,0.0,693,120.0,0.0,417.0,19,0.0,0.0,0.0
H027,5,206.0,5181,287.0,0.04,0.0,811,0.0,0.0,0.0,784,134.0,0.0,417.0,21,0.0,0.0,0.0
H027,6,215.0,5561,316.0,0.05,0.0,669,0.0,0.0,0.0,875,147.0,0.0,419.0,23,0.0,0.0,0.0
H027,7,224.0,5941,345.0,0.06,0.0,819,0.0,0.0,0.0,966,161.0,0.0,420.0,24,0.0,0.0,0.0
H027,8,233.0,6321,374.0,0.07,0.0,969,0.0,0.0,0.0,1057,174.0,0.0,421.0,26,0.0,0.0,0.0
H027,9,242.0,6701,403.0,0.08,0.0,1119,0.0,0.0,0.0,1148,188.0,0.0,422.0,27,0.0,0.0,0.0
H027,10,251.0,7081,432.0,0.09,0.0,1269,0.0,0.0,0.0,1239,201.0,0.0,423.0,29,0.0,0.0,0.0
H027,11,260.0,7461,461.0,0.1,0.0,1419,0.0,0.0,0.0,1330,214.0,0.0,425.0,30,0.0,0.0,0.0
H027,12,269.0,7841,490.0,0.11,0.0,1569,0.0,0.0,0.0,1421,228.0,0.0,426.0,32,0.0,0.0,0.0
H027,13,278.0,8221,519.0,0.12,0.0,1719,0.0,0.0,0.0,1512,241.0,0.0,427.0,33,0.0,0.0,0.0
H027,14,287.0,8601,548.0,0.13,0.0,1869,0.0,0.0,0.0,1603,255.0,0.0,428.0,35,0.0,0.0,0.0
H027,15,296.0,8981,577.0,0.14,0.0,2019,0.0,0.0,0.0,1694,268.0,0.0,429.0,36,0.0,0.0,0.0
H028,1,163.0,3438,141.0,0.0,0.0,54,18.0,0.0,15.0,490,80.0,0.0,350.0,18,18.0,0.0,0.0
H028,2,172.0,3705,159.0,0.01,0.0,56,21.0,0.0,18.0,597,93.0,0.0,350.0,19,21.0,0.0,0.0
H028,3,182.0,3972,178.0,0.02,0.0,58,24.0,0.0,21.0,704,107.0,0.0,350.0,21,24.0,0.0,0.0
H028,4,192.0,4239,197.0,0.03,0.0,60,27.0,0.0,24.0,811,120.0,0.0,350.0,23,27.0,0.0,0.0
H028,5,202.0,4506,216.0,0.04,0.0,62,30.0,0.0,27.0,918,134.0,0.0,350.0,25,30.0,0.0,0.0
H028,6,212.0,4773,235.0,0.05,0.0,64,33.0,0.0,30.0,1025,147.0,0.0,350.0,27,33.0,0.0,0.0
H028,7,222.0,5040,254.0,0.06,0.0,66,36.0,0.0,33.0,1132,160.0,0.0,350.0,29,36.0,0.0,0.0
H028,8,232.0,5307,273.0,0.07,0.0,68,39.0,0.0,36.0,1239,174.0,0.0,350.0,31,39.0,0.0,0.0
H028,9,241.0,5574,291.0,0.08,0.0,70,42.0,0.0,39.0,1346,187.0,0.0,350.0,32,42.0,0.0,0.0
H028,10,251.0,5841,310.0,0.09,0.0,72,45.0,0.0,42.0,1453,201.0,0.0,350.0,34,45.0,0.0,0.0
H028,11,261.0,6108,329.0,0.1,0.0,74,48.0,0.0,45.0,1560,214.0,0.0,350.0,36,48.0,0.0,0.0
H028,12,271.0,6375,348.0,0.11,0.0,76,51.0,0.0,48.0,1667,228.0,0.0,350.0,38,51.0,0.0,0.0
H028,13,281.0,6642,367.0,0.12,0.0,78,54.0,0.0,51.0,1774,241.0,0.0,350.0,40,54.0,0.0,0.0
H028,14,290.0,6909,385.0,0.13,0.0,80,57.0,0.0,54.0,1881,255.0,0.0,350.0,41,57.0,0.0,0.0
H028,15,300.0,7176,404.0,0.14,0.0,82,60.0,0.0,57.0,1988,268.0,0.0,350.0,43,60.0,0.0,0.0
H029,1,180.0,3500,142.0,0.0,0.0,58,18.0,0.0,15.0,0,80.0,0.0,390.0,0,18.0,0.0,0.0
H029,2,195.0,3840,166.0,0.01,0.0,61,21.0,0.0,18.0,0,93.0,0.0,390.0,0,21.0,0.0,0.0
H029,3,210.0,4180,191.0,0.02,0.0,64,24.0,0.0,21.0,0,107.0,0.0,390.0,0,24.0,0.0,0.0
H029,4,225.0,4520,216.0,0.03,0.0,67,27.0,0.0,24.0,0,120.0,0.0,390.0,0,27.0,0.0,0.0
H029,5,240.0,4860,240.0,0.04,0.0,70,30.0,0.0,27.0,0,134.0,0.0,390.0,0,27.0,0.0,0.0
H029,6,255.0,5200,265.0,0.05,0.0,73,33.0,0.0,30.0,0,148.0,0.0,390.0,0,31.0,0.0,0.0
H029,7,270.0,5540,290.0,0.06,0.0,76,36.0,0.0,33.0,0,161.0,0.0,390.0,0,33.0,0.0,0.0
H029,8,285.0,5880,314.0,0.07,0.0,79,39.0,0.0,36.0,0,175.0,0.0,390.0,0,36.0,0.0,0.0
H029,9,300.0,6220,339.0,0.08,0.0,82,42.0,0.0,39.0,0,188.0,0.0,390.0,0,38.0,0.0,0.0
H029,10,315.0,6560,364.0,0.09,0.0,85,45.0,0.0,42.0,0,202.0,0.0,390.0,0,41.0,0.0,0.0
H029,11,330.0,6900,388.0,0.1,0.0,88,48.0,0.0,45.0,0,215.0,0.0,390.0,0,43.0,0.0,0.0
H029,12,345.0,7240,413.0,0.11,0.0,91,51.0,0.0,48.0,0,229.0,0.0,390.0,0,45.0,0.0,0.0
H029,13,360.0,7580,437.0,0.12,0.0,94,54.0,0.0,51.0,0,242.0,0.0,390.0,0,48.0,0.0,0.0
H029,14,375.0,7920,462.0,0.13,0.0,97,57.0,0.0,54.0,0,256.0,0.0,390.0,0,50.0,0.0,0.0
